CASE#,DATE  OF OCCURRENCE,BLOCK,IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE489750,12/27/2021 2:21:00 AM,003XX E WACKER DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,114,42,08B,1178811,1902449,41.88762081,-87.61880064,"(41.887620806, -87.618800643)"
JE493729,12/10/2021 8:00:00 AM,039XX S CALIFORNIA AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,POLICE FACILITY / VEHICLE PARKING LOT,N,N,921,12,17,1158335,1878579,41.82256223,-87.69464678,"(41.822562231, -87.694646782)"
JE491420,12/28/2021 5:00:00 PM,0000X E MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,112,42,11,1176988,1900419,41.88209184,-87.62555667,"(41.882091837, -87.62555667)"
JE491190,12/28/2021 3:00:00 PM,051XX N CENTRAL PARK AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1712,39,5,1151459,1933828,41.97430845,-87.71841942,"(41.974308449, -87.718419415)"
JE491872,12/28/2021 12:35:00 PM,033XX W 38TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,Y,N,911,12,14,1154751,1878875,41.82344685,-87.70778716,"(41.82344685, -87.707787163)"
JE493908,12/14/2021 9:00:00 AM,015XX N LA SALLE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1821,2,11,1174847,1910598,41.91007174,-87.63311328,"(41.910071735, -87.633113277)"
JF100820,12/27/2021 12:00:00 PM,005XX N TROY ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1221,27,5,1155279,1903536,41.89110882,-87.70518823,"(41.891108823, -87.705188231)"
JE491972,12/28/2021 11:02:00 AM,024XX N SACRAMENTO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1414,32,6,1155961,1916199,41.92584345,-87.70234146,"(41.925843451, -87.702341464)"
JE493657,12/08/2021 11:40:00 PM,002XX E 15TH PL,810,THEFT,OVER $500,STREET,N,N,132,3,6,1178129,1892830,41.86124129,-87.62159804,"(41.861241285, -87.621598037)"
JF198188,04/03/2022 8:35:00 AM,0000X W TERMINAL ST,890,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,6,,,,,
JE491487,12/28/2021 11:14:00 PM,127XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,523,34,14,1173642,1820538,41.66296422,-87.64020701,"(41.662964215, -87.640207011)"
JE491603,12/28/2021 5:40:00 AM,011XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1213,2,6,1166199,1907727,41.90238286,-87.66496456,"(41.902382856, -87.664964558)"
JE491440,12/28/2021 9:29:00 PM,060XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2413,40,14,1157241,1940006,41.99114532,-87.69698848,"(41.991145316, -87.696988475)"
JE490647,12/28/2021 1:00:00 AM,084XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,614,18,14,1163826,1848765,41.74063492,-87.67533951,"(41.74063492, -87.675339509)"
JE493866,11/30/2021 3:00:00 PM,043XX W 21ST PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,1012,24,08A,1147865,1889405,41.85247739,-87.73277954,"(41.85247739, -87.732779541)"
JE395387,10/02/2021 1:30:00 PM,017XX W HOWARD ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,2422,49,6,1163126,1950347,42.01939924,-87.67504949,"(42.019399237, -87.675049485)"
JF101222,11/12/2021 12:00:00 PM,023XX S MICHIGAN AVE,810,THEFT,OVER $500,APARTMENT,N,N,131,3,6,1177575,1888968,41.85065629,-87.62374879,"(41.850656285, -87.623748793)"
JE491195,12/28/2021 4:07:00 PM,057XX S JUSTINE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,713,16,08B,1166988,1866700,41.78978402,-87.66324229,"(41.789784017, -87.663242294)"
JE493794,09/24/2021 2:00:00 PM,113XX S MAY ST,610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),N,N,2234,34,5,1170687,1829603,41.68790481,-87.65075803,"(41.68790481, -87.650758026)"
JE490818,12/28/2021 1:00:00 AM,078XX S SOUTH CHICAGO AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,411,5,5,1188208,1853000,41.75170987,-87.58587225,"(41.751709865, -87.585872246)"
JE485358,12/21/2021 10:11:00 PM,053XX W FULLERTON AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,2515,36,08B,1140231,1915437,41.92405553,-87.76016078,"(41.924055531, -87.760160777)"
JE492088,12/28/2021 6:30:00 PM,011XX N SPRINGFIELD AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1112,37,6,1150176,1907344,41.90165935,-87.72382984,"(41.901659347, -87.723829835)"
JE490987,12/28/2021 12:47:00 PM,047XX N MARINE DR,460,BATTERY,SIMPLE,STREET,N,N,1914,46,08B,1170196,1932015,41.9689438,-87.64957149,"(41.968943795, -87.649571494)"
JE424275,10/27/2021 1:40:00 AM,016XX W 115TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,2234,34,04B,1167233,1828440,41.68478775,-87.66343593,"(41.684787746, -87.663435933)"
JE491123,12/28/2021 3:00:00 PM,035XX S LAKE PARK AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,212,4,04A,1181909,1881811,41.83091764,-87.60806421,"(41.830917641, -87.608064205)"
JE491402,12/28/2021 5:04:00 PM,002XX W NORTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1814,2,11,1174063,1910985,41.91115121,-87.63598179,"(41.911151209, -87.63598179)"
JE491502,12/28/2021 11:43:00 PM,036XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,212,3,08B,1178199,1880877,41.82843982,-87.62170465,"(41.828439817, -87.621704653)"
JE491069,12/28/2021 2:17:00 PM,005XX W ROOSEVELT RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,CURRENCY EXCHANGE,N,Y,124,25,08B,1172693,1894968,41.86723004,-87.64148908,"(41.86723004, -87.641489077)"
JE490767,12/28/2021 7:40:00 AM,030XX N LAKEWOOD AVE,325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,1933,32,3,1167103,1920463,41.9373118,-87.66127742,"(41.9373118, -87.661277424)"
JE492878,12/28/2021 7:35:00 PM,044XX N DRAKE AVE,810,THEFT,OVER $500,APARTMENT,N,N,1723,35,6,,,,,
JE423775,10/27/2021 3:45:00 AM,039XX W 32ND ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1031,22,3,1150459,1883084,41.83508158,-87.72342346,"(41.835081583, -87.723423459)"
JE490666,12/28/2021 2:05:00 AM,056XX S WABASH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,225,20,08B,1177675,1867704,41.79230384,-87.62402605,"(41.792303835, -87.624026045)"
JF100307,12/12/2021 10:00:00 PM,017XX N Western Ave,810,THEFT,OVER $500,STREET,N,N,1434,1,6,1160092,1911563,41.91303751,-87.6872904,"(41.913037512, -87.687290399)"
JE491257,12/28/2021 4:50:00 PM,021XX E 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,431,7,14,1192317,1842399,41.72252081,-87.57115897,"(41.722520812, -87.571158974)"
JE490832,12/28/2021 10:00:00 AM,045XX S DREXEL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,221,4,11,1182957,1875015,41.81224459,-87.60443062,"(41.812244589, -87.604430616)"
JE458097,11/25/2021 10:30:00 AM,026XX W 23RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1034,12,14,1159071,1888299,41.84921998,-87.69168032,"(41.849219981, -87.691680321)"
JE458186,11/25/2021 11:00:00 AM,030XX N AVERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2523,30,08A,1150487,1920001,41.93638524,-87.72235627,"(41.936385237, -87.722356268)"
JE491155,12/28/2021 3:35:00 PM,119XX S MICHIGAN AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,532,9,04A,1178983,1825922,41.67761921,-87.62049877,"(41.677619207, -87.620498773)"
JF100279,11/29/2021 12:00:00 PM,014XX N KINGSBURY ST,1120,DECEPTIVE PRACTICE,FORGERY,,N,N,1822,27,10,1169940,1909568,41.90735387,-87.65116958,"(41.907353866, -87.651169579)"
JE490794,12/28/2021 9:21:00 AM,066XX N DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,N,Y,2412,50,08B,1161753,1944078,42.00222581,-87.68027795,"(42.002225812, -87.680277948)"
JE491745,12/28/2021 9:00:00 PM,046XX N HARDING AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1723,35,11,1149222,1930572,41.96541753,-87.72673035,"(41.965417528, -87.726730347)"
JE491737,12/28/2021 11:30:00 AM,011XX S KEELER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1132,24,7,1148562,1894595,41.86670599,-87.73008748,"(41.866705985, -87.730087478)"
JE491347,12/28/2021 6:20:00 PM,005XX W BRIAR PL,560,ASSAULT,SIMPLE,APARTMENT,N,Y,1934,44,08A,1171926,1921008,41.93870218,-87.64353613,"(41.938702181, -87.643536131)"
JE490739,12/28/2021 6:20:00 AM,012XX S WABASH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,131,3,6,1176963,1894850,41.86681074,-87.62581703,"(41.866810739, -87.625817031)"
JF101090,12/14/2021 12:00:00 PM,081XX S ASHLAND AVE,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,STREET,N,Y,614,21,3,1167087,1850840,41.74625997,-87.66333229,"(41.746259974, -87.663332294)"
JE491067,12/28/2021 11:00:00 AM,007XX E 50TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,223,4,7,1181897,1871687,41.8031369,-87.6084216,"(41.803136895, -87.6084216)"
JE456899,11/25/2021 6:55:00 PM,051XX S LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,814,14,14,1142567,1869984,41.79928328,-87.75270677,"(41.799283276, -87.752706766)"
JE491806,12/25/2021 2:00:00 PM,059XX W HURON ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1511,29,2,1136813,1904038,41.89283731,-87.77299369,"(41.892837306, -87.772993694)"
JE491781,12/28/2021 8:40:00 PM,050XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1533,28,14,1142522,1898193,41.87669369,-87.75217184,"(41.876693689, -87.752171843)"
JE490861,12/28/2021 10:00:00 AM,038XX W WASHINGTON BLVD,560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,N,Y,1122,28,08A,1150769,1900143,41.88188748,-87.72184016,"(41.881887475, -87.721840162)"
JE464217,12/02/2021 11:50:00 PM,042XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,213,3,6,1177864,1876883,41.81748756,-87.62305487,"(41.817487562, -87.623054868)"
JE490760,12/28/2021 5:45:00 AM,009XX W 83RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,613,21,26,1171511,1849799,41.74330766,-87.6471522,"(41.74330766, -87.647152195)"
JE491513,12/28/2021 10:30:00 PM,062XX S KIMBARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,314,20,08B,1185712,1863975,41.78188541,-87.59467341,"(41.781885411, -87.594673414)"
JE491412,12/28/2021 6:00:00 PM,009XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,N,613,21,14,1171511,1849799,41.74330766,-87.6471522,"(41.74330766, -87.647152195)"
JE490712,12/28/2021 5:50:00 AM,024XX W 47TH PL,820,THEFT,$500 AND UNDER,STREET,N,N,922,15,6,1160934,1873114,41.8075122,-87.6852633,"(41.807512198, -87.685263304)"
JE456831,11/25/2021 10:51:00 AM,038XX W WRIGHTWOOD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2524,31,26,1150407,1917016,41.92819571,-87.72272841,"(41.928195708, -87.722728408)"
JE492852,12/19/2021 2:00:00 PM,056XX S MAYFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,811,23,08B,1138005,1866509,41.78983062,-87.76952066,"(41.789830615, -87.769520659)"
JE490880,12/28/2021 10:25:00 AM,056XX S MAYFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,811,23,14,1138001,1866625,41.79014901,-87.76953254,"(41.790149012, -87.769532537)"
JE490919,12/28/2021 11:43:00 AM,073XX S STATE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,323,6,04A,1177554,1856299,41.76101006,-87.62481429,"(41.761010056, -87.624814287)"
JE493989,12/26/2021 12:15:00 AM,023XX S LEAVITT ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1034,25,7,1162065,1888604,41.84999502,-87.68068349,"(41.849995018, -87.680683489)"
JE491993,12/28/2021 12:00:00 AM,001XX N HOYNE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,1223,27,10,1162390,1900901,41.88373235,-87.67914676,"(41.883732346, -87.679146759)"
JE430291,10/01/2021 10:00:00 AM,066XX S BISHOP ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,725,16,11,1167809,1860717,41.77334833,-87.66040361,"(41.773348327, -87.660403611)"
JE493880,12/25/2021 5:46:00 AM,0000X E DELAWARE PL,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1833,42,11,1176678,1906641,41.89917234,-87.62650677,"(41.899172336, -87.626506771)"
JE409306,10/12/2021 2:55:00 PM,034XX W 111TH ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2211,19,7,1155449,1830789,41.69147721,-87.7065118,"(41.691477211, -87.706511799)"
JE490693,12/28/2021 4:30:00 AM,021XX W HUBBARD ST,810,THEFT,OVER $500,STREET,N,N,1221,27,6,1162051,1903061,41.88966665,-87.68033124,"(41.889666652, -87.680331239)"
JE424565,10/27/2021 9:24:00 AM,006XX N WALLER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,1511,29,08A,1138224,1903570,41.89152765,-87.76782289,"(41.891527652, -87.767822886)"
JE491348,12/28/2021 4:00:00 PM,0000X W WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,111,42,11,1176019,1902176,41.88693502,-87.62906185,"(41.886935018, -87.629061845)"
JF101542,12/26/2021 2:02:00 AM,065XX S GREEN ST,5011,OTHER OFFENSE,LICENSE VIOLATION,APARTMENT,N,N,723,20,26,1171764,1861400,41.77513673,-87.64588551,"(41.775136725, -87.64588551)"
JE491345,12/28/2021 6:34:00 PM,017XX W DIVISION ST,650,BURGLARY,HOME INVASION,APARTMENT,N,N,1213,1,5,1164743,1908050,41.9033002,-87.67030349,"(41.903300195, -87.67030349)"
JE456407,11/25/2021 2:10:00 AM,013XX N LOCKWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,2532,37,7,1140783,1908354,41.90460885,-87.75830697,"(41.90460885, -87.758306972)"
JE456871,11/25/2021 8:00:00 AM,026XX S KEDZIE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1032,12,26,1155452,1886250,41.84367072,-87.70501753,"(41.843670721, -87.705017532)"
JE493159,12/28/2021 12:00:00 AM,029XX S NORMAL AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,914,11,10,1173434,1885487,41.84119703,-87.63905021,"(41.841197034, -87.639050211)"
JE425515,10/27/2021 3:00:00 PM,067XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,N,N,722,6,14,1176560,1860218,41.77178664,-87.62833961,"(41.77178664, -87.628339611)"
JE491400,12/28/2021 8:00:00 PM,023XX W 23RD ST,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1034,25,3,1161078,1888683,41.85023233,-87.68430375,"(41.850232329, -87.684303745)"
JE491643,12/28/2021 11:00:00 PM,072XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,323,6,14,1181158,1857179,41.76334265,-87.61157845,"(41.763342651, -87.61157845)"
JE456866,11/25/2021 5:29:00 PM,055XX S RACINE AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,713,16,08A,1169266,1867984,41.79325844,-87.65485239,"(41.793258435, -87.654852388)"
JF212798,04/06/2022 6:20:00 AM,073XX S TROY ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,835,18,11,,,,,
JE492193,12/28/2021 5:53:00 AM,017XX W HURON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1215,1,26,1164687,1904733,41.89419929,-87.67060331,"(41.894199292, -87.670603309)"
JE492302,12/28/2021 7:20:00 PM,097XX S COMMERCIAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,431,10,08B,1197828,1840962,41.7184419,-87.55102114,"(41.718441897, -87.55102114)"
JE491263,12/28/2021 3:50:00 PM,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,112,42,6,1176390,1900219,41.88155654,-87.62775854,"(41.881556538, -87.627758535)"
JE490656,12/28/2021 2:11:00 AM,049XX W FOSTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1623,45,08B,1142259,1934118,41.97528046,-87.75224361,"(41.975280458, -87.752243606)"
JE488481,12/25/2021 9:30:00 AM,015XX N TRIPP AVE,810,THEFT,OVER $500,STREET,N,N,2534,26,6,1147771,1909758,41.90833016,-87.73260166,"(41.90833016, -87.732601663)"
JE490664,12/28/2021 2:16:00 AM,034XX W ROOSEVELT RD,620,BURGLARY,UNLAWFUL ENTRY,DRUG STORE,Y,N,1021,24,5,1153720,1894499,41.86634153,-87.7111543,"(41.866341527, -87.711154301)"
JE493691,12/26/2021 5:00:00 PM,036XX N BROADWAY,890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,1925,46,6,1170686,1924581,41.94853392,-87.6479884,"(41.948533921, -87.647988403)"
JE491543,12/28/2021 11:33:00 PM,002XX N OGDEN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1215,27,26,1166885,1901585,41.88551408,-87.66262114,"(41.885514079, -87.662621141)"
JE456438,11/25/2021 3:30:00 AM,032XX N NORDICA AVE,810,THEFT,OVER $500,STREET,N,N,1632,29,6,1128517,1920911,41.93928365,-87.80307915,"(41.939283654, -87.803079151)"
JE490881,12/28/2021 6:00:00 AM,089XX S BRANDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,424,10,14,1198876,1846373,41.73326392,-87.54700175,"(41.733263922, -87.547001745)"
JE490628,12/28/2021 12:00:00 AM,032XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,912,25,14,1165170,1883317,41.83542164,-87.66943766,"(41.835421644, -87.669437664)"
JE493118,12/28/2021 1:30:00 PM,009XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,42,6,1177324,1906733,41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
JE491839,12/28/2021 7:00:00 PM,009XX E 100TH PL,820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,511,8,6,1184098,1838030,41.71072749,-87.60139979,"(41.710727492, -87.601399786)"
JE424228,10/27/2021 12:30:00 PM,076XX S CICERO AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,N,N,833,18,6,1145727,1853720,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
JF101024,12/13/2021 5:20:00 PM,036XX W OHIO ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1122,27,11,1152130,1903759,41.89178343,-87.71674715,"(41.891783434, -87.716747153)"
JE393101,09/29/2021 8:30:00 PM,064XX S STONY ISLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,331,5,08B,1187979,1862696,41.77832199,-87.58640287,"(41.778321993, -87.586402872)"
JE491384,12/28/2021 7:00:00 PM,046XX S DAMEN AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,924,12,3,1163734,1873928,41.80968751,-87.67497079,"(41.809687513, -87.674970791)"
JF101352,12/01/2021 2:00:00 PM,038XX S CALUMET AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,212,3,11,1179156,1879589,41.82488364,-87.61823287,"(41.824883639, -87.61823287)"
JE425212,10/27/2021 5:20:00 PM,005XX E 51ST ST,560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,223,3,08A,1180467,1871309,41.80213261,-87.61367763,"(41.802132606, -87.613677631)"
JF100275,12/26/2021 9:09:00 AM,007XX S CLARK ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,123,4,6,1175634,1897062,41.87291056,-87.63062942,"(41.872910562, -87.63062942)"
JE490895,12/28/2021 11:13:00 AM,053XX S WESTERN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,923,15,6,1161283,1869012,41.79624856,-87.6840969,"(41.796248561, -87.684096904)"
JE428721,10/29/2021 7:00:00 PM,011XX S STATE ST,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CTA TRAIN,N,N,123,4,3,1176517,1895340,41.86816541,-87.62743954,"(41.868165405, -87.62743954)"
JE424520,10/27/2021 4:00:00 PM,003XX N CENTRAL PARK AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1123,28,11,1152326,1902008,41.88697464,-87.71607359,"(41.886974644, -87.716073587)"
JE456878,11/25/2021 6:01:00 PM,092XX S GREENWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,413,8,08A,1185161,1843940,41.72692036,-87.59732188,"(41.726920358, -87.597321879)"
JE490807,12/28/2021 10:00:00 AM,067XX S WOOD ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,VACANT LOT / LAND,N,N,725,16,26,1165510,1859969,41.77134477,-87.66885241,"(41.771344771, -87.668852411)"
JE490711,12/28/2021 12:00:00 AM,039XX W 62ND ST,820,THEFT,$500 AND UNDER,STREET,N,N,823,23,6,1151254,1863201,41.78050425,-87.72102612,"(41.780504254, -87.721026119)"
JE491484,12/28/2021 6:45:00 PM,020XX S CALUMET AVE,820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,132,3,6,1178829,1890655,41.855257,-87.61909493,"(41.855256996, -87.619094926)"
JE494181,11/12/2021 9:00:00 AM,009XX S ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1231,28,11,1165877,1895977,41.87014684,-87.6664827,"(41.870146835, -87.666482703)"
JE491180,12/28/2021 3:47:00 PM,022XX N LINCOLN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1812,43,14,1171478,1915284,41.92300516,-87.64535143,"(41.923005158, -87.645351431)"
JF172490,03/12/2022 12:30:00 PM,004XX N MICHIGAN AVE,870,THEFT,POCKET-PICKING,BRIDGE,N,N,1834,42,6,,,,,
JE493606,12/26/2021 8:00:00 AM,014XX S PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,N,N,1011,24,7,1149948,1892914,41.86206628,-87.725043,"(41.862066283, -87.725042997)"
JE492771,12/28/2021 6:30:00 PM,005XX E 32ND ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,211,4,6,1180539,1883677,41.83606971,-87.61303335,"(41.836069707, -87.613033345)"
JE490859,12/28/2021 7:53:00 AM,045XX W WRIGHTWOOD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,2521,31,04A,1145485,1917131,41.92860604,-87.74081224,"(41.928606038, -87.740812236)"
JE491976,12/25/2021 12:01:00 AM,048XX W ARMITAGE AVE,460,BATTERY,SIMPLE,RESIDENCE,N,Y,2522,36,08B,1143511,1912853,41.91690397,-87.74817338,"(41.916903974, -87.748173377)"
JF101002,12/22/2021 11:04:00 AM,029XX N Clybourn Ave,890,THEFT,FROM BUILDING,APARTMENT,N,N,1931,32,6,1161630,1919455,41.93466176,-87.68141972,"(41.934661759, -87.681419722)"
JE488151,12/24/2021 8:20:00 PM,133XX S CARONDOLET AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,Y,433,10,20,1198440,1817175,41.65315267,-87.54957227,"(41.653152674, -87.549572272)"
JE491316,12/28/2021 5:00:00 PM,094XX S JUSTINE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2221,21,08B,1167659,1842093,41.72224468,-87.66148655,"(41.722244683, -87.661486546)"
JE490926,12/28/2021 10:30:00 AM,076XX S PHILLIPS AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,421,7,08A,1193859,1854712,41.75627114,-87.56510833,"(41.756271144, -87.565108328)"
JE393052,09/29/2021 7:12:00 PM,004XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,OTHER (SPECIFY),N,N,1834,42,6,1177357,1903444,41.89038424,-87.62410992,"(41.890384236, -87.624109917)"
JE491100,12/28/2021 2:46:00 PM,0000X E LAKE ST,460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,Y,N,111,42,08B,1176981,1901745,41.88573061,-87.62554222,"(41.885730611, -87.625542215)"
JE391972,09/29/2021 4:45:00 PM,033XX W HARRISON ST,460,BATTERY,SIMPLE,GAS STATION,N,N,1134,24,08B,1153993,1897159,41.87363542,-87.71008119,"(41.873635421, -87.710081187)"
JE490335,12/27/2021 4:42:00 PM,098XX S CALHOUN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,431,10,08B,1194761,1840191,41.71640213,-87.56227952,"(41.716402127, -87.562279519)"
